도달 사유	모듈	file::함수	행수	범주
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	db/postgres	src/db/postgres.rs::acquire_startup_advisory_lock	1	D
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	engine/ops	src/engine/ops.rs::register_globals_pg_only	1	B
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	engine/ops	src/engine/ops/exec_ops.rs::register_exec_ops	1	B
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	github/sync	src/github/sync.rs::sync_loaded_github_issues_for_repo_pg	2	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/mod	src/server/mod.rs::dm_reply_retry_loop	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/mod	src/server/mod.rs::policy_tick_loop	1	C
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/mod	src/server/mod.rs::try_acquire_pg_singleton_lock	1	D
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/outbox_actionable_delivery	src/server/outbox_actionable_delivery.rs::deliver	2	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/outbox_actionable_delivery	src/server/outbox_actionable_delivery.rs::deliver_with_bot	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/agents.rs::agent_message	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/auto_queue.rs::request_generate	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/discord.rs::channel_info	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/discord.rs::channel_messages	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/discord.rs::ensure_channel_is_role_mapped	2	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/discord.rs::fetch_discord_channel_info	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/domains/agents.rs::router	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/domains/integrations.rs::router	3	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/domains/onboarding.rs::router	2	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/domains/ops.rs::router	8	AB
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/domains/runtime.rs::router	4	AB
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/e2e_control.rs::delete_discord_message	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/escalation.rs::<module>	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/escalation.rs::deliver_pm_fallback	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/escalation.rs::emit_escalation	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/escalation.rs::emit_escalation_with_base_url	5	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/escalation.rs::send_channel_message	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/escalation.rs::try_reuse_escalation_thread	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/health_api.rs::rebind_inflight_handler	1	B
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/health_api.rs::relay_recovery_handler	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/health_api.rs::send_handler	2	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/health_api.rs::send_to_agent_handler	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/health_api.rs::senddm_handler	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/health_api.rs::stale_mailbox_repair_handler	2	B
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/idle_recap.rs::post_idle_recap	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/idle_recap.rs::run_idle_recap_post_job	7	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/mod.rs::compose_api_router	3	AB
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/onboarding.rs::channels_post	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/onboarding.rs::validate_token	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/routes	src/server/routes/routines/handlers.rs::control_routine_session	1	C
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/worker_registry	src/server/worker_registry/registry.rs::start_stage	1	A
services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	server/worker_registry	src/server/worker_registry/registry.rs::start_worker	2	AC
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	discord	src/services/discord/discord_io.rs::retry_failed_dm_notifications	1	A
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	formatting	src/services/discord/formatting/long_send_rollback.rs::send_long_message_raw_with_reference_rollback	1	A
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	formatting	src/services/discord/formatting/long_send_rollback.rs::send_long_message_raw_with_required_reference_rollback	1	A
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery.rs::deliver_single	2	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery.rs::deliver_split	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery.rs::retry_minimal_fallback	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::append_completed_turn_if_nonzero	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::persist_confirmed_frontier_and_receipt	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::record_delivered_frontier_with_body	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::record_long_chunk_terminal_delivery	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::record_pinned_delivery_metadata	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::record_recovery_terminal_delivery	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::record_watcher_terminal_delivery	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::shadow_mirror_delivered_frontier	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::shadow_mirror_delivered_frontier_inner	3	BD
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::write_confirmed_delivery_at_with_lock_authority	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::write_confirmed_frontier_guarded_at_with_before_lock	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/delivery_record.rs::write_confirmed_frontier_guarded_at_with_lock_authority	3	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/receipt_index.rs::from_record	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/receipt_index.rs::read_receipt_index_at	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/turn_output_controller.rs::commit_and_finalize	2	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/turn_output_controller.rs::commit_not_delivered_and_release	2	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/turn_output_controller.rs::deliver_turn_output	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/turn_output_controller.rs::deliver_turn_output_with_fallback_revalidation	9	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/turn_output_controller.rs::drop	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/turn_output_controller.rs::reclaim_if_expired	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/turn_output_controller.rs::release_and_disarm	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/turn_output_controller.rs::try_acquire	1	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/turn_output_controller/fresh_send.rs::deliver	10	D
wrapper 내부인데 추적된 호출자가 없음(이름 제외 목록 또는 간접 호출)	outbound	src/services/discord/outbound/turn_output_controller/fresh_send.rs::record_success	2	D
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_dispatch.rs::dispatch_text_intake	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_dispatch.rs::finish_text_intake_admission	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_dispatch/attachment.rs::prepare_admitted_live_attachments	2	AB
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_dispatch/notice.rs::notify_blocked_intake	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_dispatch/queued.rs::admit_queued_intake	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_gate.rs::handle_event	24	ABC
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_gate/component_events.rs::handle_model_picker_component_if_applicable	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_gate/queue_effects.rs::notify_pending_reaction_failure	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_gate/queue_effects.rs::notify_pending_reaction_failure_http	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_gate/queue_effects.rs::render_visible_queued_ack	7	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_gate/queue_effects.rs::reuse_any_queued_placeholder_for_channel	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_gate/queue_effects.rs::reuse_merged_queued_placeholder	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_gate/stale_turn.rs::classify_channel_stale_active_turn_proof	1	B
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_gate/stale_turn.rs::mailbox_has_live_active_turn_or_cleanup_stale_proof	1	B
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_gate/stale_turn.rs::release_queue_blocked_stale_active_turn	1	B
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_gate/stale_turn.rs::thread_guard_force_clean_stale_thread	1	B
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/intake_queue_transaction.rs::commit_soft_intervention_transaction	3	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler.rs::finish_admitted_local	4	ABCD
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/attachments.rs::prepare_admitted_local_attachment	4	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/busy_retry.rs::finalize_enqueue	3	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/control.rs::handle_shell_command_raw	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/control.rs::handle_text_command	3	AC
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/goal_lifecycle.rs::consume_codex_goal_lifecycle_command	2	AC
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/goal_lifecycle.rs::send_codex_goal_lifecycle_notice	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/headless_turn.rs::start_reserved_headless_turn_with_owner	12	ABCD
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/headless_turn/entrypoints.rs::start_reserved_headless_turn	3	BCD
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/headless_turn/entrypoints.rs::start_voice_headless_turn	3	BCD
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/intake_turn.rs::handle_text_message	26	ABCD
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/intake_turn/placeholder_handoff.rs::reuse_bound_busy_notice	2	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/intake_turn/race_loss.rs::handle_race_loss_enqueue	6	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/intake_turn/race_loss/mailbox_reaction.rs::note_busy_tui_pre_submit_queue_pending	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/intake_turn/race_loss/mailbox_reaction.rs::note_queue_pending	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/intake_turn/runtime_transition.rs::acquire_after_redirect_or_requeue	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/intake_turn/stale_dispatch_guard.rs::abort_terminal_dispatch_at_turn_start	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/intake_turn/worker_entry.rs::execute_intake_turn_core	4	ABCD
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/pre_admission_control.rs::resolve	3	AC
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/pre_admission_control.rs::send_pre_admission_notice	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/provider_dispatch.rs::execute	1	D
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/provider_isolation.rs::ensure_provider_worktree_isolation	2	B
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/provider_isolation.rs::reconcile_managed_tmux_runtime_kind_for_config	1	C
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/provider_isolation.rs::reconstruct_unowned_managed_worktree	1	B
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/tui_followup.rs::apply_tui_busy_enqueue_refusal	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/tui_followup.rs::tui_busy_followup_diagnostic	1	B
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/typing_indicator.rs::broadcast_typing	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/typing_indicator.rs::run_native_typing_indicator	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/typing_indicator.rs::spawn_typing_indicator_task	1	A
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/watchdog.rs::attach_paused_turn_watcher	1	D
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/watchdog.rs::attach_paused_turn_watcher_for_inflight	2	BD
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/watchdog.rs::attach_paused_turn_watcher_inner	1	D
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/message_handler/watchdog.rs::schedule_pending_paused_turn_watcher_attach	1	D
같은 채널의 Discord 발 턴; 합성 턴 행·ID와의 상호작용 판정 필요	router	src/services/discord/router/thread_binding.rs::verify_thread_accessible	1	A
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	discord	src/services/discord/idle_recap.rs::clear_specific_idle_recap_card	1	A
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	discord	src/services/discord/idle_recap.rs::inflight_has_active_turn	1	B
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	discord	src/services/discord/idle_recap.rs::spawn_clear_captured_idle_recap_for_channel	1	A
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	discord	src/services/discord/idle_recap_interaction.rs::edit_deferred_ephemeral	1	A
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	discord	src/services/discord/idle_recap_interaction.rs::handle_idle_recap_clear_interaction	4	AC
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	discord	src/services/discord/idle_recap_interaction.rs::handle_idle_recap_compact_interaction	6	A
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	discord	src/services/discord/idle_recap_interaction.rs::handle_idle_recap_interaction	5	AC
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	discord	src/services/discord/idle_recap_interaction.rs::handle_idle_recap_relay_diag_interaction	6	A
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	discord	src/services/discord/idle_recap_interaction.rs::handle_idle_recap_suggest_interaction	7	A
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	idle_recap	src/services/discord/idle_recap/card.rs::delete_older_recorded_recaps_for_channel	1	A
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	idle_recap	src/services/discord/idle_recap/card.rs::delete_previous_card	1	A
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	idle_recap	src/services/discord/idle_recap/card.rs::delete_recorded_recap_cards	1	A
관리 채널에 recap을 올리는지 채널 선택 인자 추적 필요	idle_recap	src/services/discord/idle_recap/card.rs::post_recap_card	2	A
사용자 메시지 reaction; 합성 턴 prompt anchor 대상 여부 판정 필요	discord	src/services/discord/reaction_lifecycle.rs::apply_reaction_action_detailed	2	A
사용자 메시지 reaction; 합성 턴 prompt anchor 대상 여부 판정 필요	discord	src/services/discord/reaction_lifecycle.rs::try_add_reaction_raw_with_shared_detailed	1	A
사용자 메시지 reaction; 합성 턴 prompt anchor 대상 여부 판정 필요	discord	src/services/discord/reaction_lifecycle.rs::try_reaction_raw_on_channel_detailed	2	A
사용자 메시지 reaction; 합성 턴 prompt anchor 대상 여부 판정 필요	discord	src/services/discord/reaction_lifecycle.rs::try_reaction_raw_once_on_channel_detailed	1	A
사용자 메시지 reaction; 합성 턴 prompt anchor 대상 여부 판정 필요	discord	src/services/discord/reaction_lifecycle.rs::try_reaction_raw_with_shared_detailed	3	A
사용자 메시지 reaction; 합성 턴 prompt anchor 대상 여부 판정 필요	discord	src/services/discord/reaction_lifecycle.rs::try_remove_reaction_raw_with_shared_detailed	1	A
호출자 도달이 불명 포함(불명)	discord	src/services/discord/discord_io.rs::deliver_channel_message	1	A
호출자 도달이 불명 포함(불명)	discord	src/services/discord/discord_io.rs::notify_source_agent	1	A
호출자 도달이 불명 포함(불명)	discord	src/services/discord/discord_io.rs::send_file_to_channel	1	A
호출자 도달이 불명 포함(불명)	discord	src/services/discord/discord_io.rs::send_message_to_channel	1	A
호출자 도달이 불명 포함(불명)	discord	src/services/discord/discord_io.rs::send_message_to_user	1	A
호출자 도달이 불명 포함(불명)	discord	src/services/discord/discord_io.rs::try_handle_pending_dm_reply	1	A
호출자 도달이 불명 포함(불명)	discord	src/services/discord/http.rs::edit_channel_message_with_components	1	A
호출자 도달이 불명 포함(불명)	discord	src/services/discord/http.rs::send_channel_message_with_components	1	A
호출자 도달이 불명 포함(불명)	formatting	src/services/discord/formatting/replace_long_message.rs::replace_long_message_raw_deferred	1	A
호출자 도달이 불명 포함(불명)	outbound	src/services/discord/outbound/manual_delivery.rs::deliver_manual_dm_notification	2	A
호출자 도달이 불명 포함(불명)	outbound	src/services/discord/outbound/reaction_control.rs::send_reaction_control_reply	1	A
호출자 도달이 불명 포함(불명)	outbound	src/services/discord/outbound/send_api.rs::handle_senddm	1	A
호출자 도달이 불명 포함(불명)	outbound	src/services/discord/outbound/send_gate.rs::send_message_with_backends	1	A
호출자 도달이 불명 포함(불명)	outbound	src/services/discord/outbound/send_gate.rs::send_message_with_backends_and_delivery_options	1	A
호출자 도달이 불명 포함(불명)	outbound	src/services/discord/outbound/send_to_agent.rs::handle_send_to_agent	1	A
호출자 도달이 불명 포함(불명,아니오)	outbound	src/services/discord/outbound/send_gate.rs::send_message_with_backends_and_delivery_id	1	A
